10002:6:0:The House on the Borderland:51308:5
10000:60:0:The Magna Carta:14503:3
10001:2:0:Apocolocyntosis:5575:1
10004:41:0:The Warriors:48333:2
10007:16:0:Carmilla:28176:1
10003:494:0:My First Years As A Frenchwoman, 1876-1879:62003:7
10005:117:0:A Voyage to the Moon:70792:5
10006:3:0:La Fiammetta:13290:2
10010:5:0:The Eulogies of Howard:10727:4
10008:40:0:The Mystery:66585:2
10009:32:0:Wild Northern Scenes:87450:3
10011:257:0:365 Foreign Dishes:23671:3
10013:16:0:Punchinello, Vol. 1, No. 9, May 28, 1870:15023:8
10015:24:0:Punchinello, Vol. 1, No. 19, August 6, 1870:15198:8
10012:116:0:The Mountains of California:90998:4
10014:32:0:Punchinello, Vol. 1, No. 18, July 30, 1870:16083:8
10017:31:0:Punchinello, Vol. 1, No. 23,  September 3, 1870:15230:9
10016:39:0:Punchinello Vol. 1, No. 21, August 20, 1870:16695:8
10018:29:0:Punchinello, Vol. 1, No. 5,  April 30, 1870:15325:9
100:1676:0:The Complete Works of William Shakespeare:959749:6
10019:50:0:Punchinello, Vol. 1, No. 22, August 27, 1870:15366:8
1001:19:0:Divine Comedy, Longfellow's Translation, Hell:38288:5
10020:71:0:The Strand Magazine; Volume VII, Issue 37. January, 1894.:45394:9
10021:53:0:Tenterhooks:53891:1
10022:70:0:White Queen of the Cannibals; The Story of Mary Slessor:38446:10
10023:64:0:There's Pippins And Cheese To Come:35360:6
10024:220:0:Beneath the Banner:50296:3
10026:21:0:The Mirror of Literature, Amusement, and Instruction, Vol. 10,:13013:9
10025:26:0:Gaslight Sonatas:67666:2
10028:49:0:Spalding's Official Baseball Guide - 1913:43281:6
10029:1:0:The Hunt Ball Mystery:51731:4
10033:24:0:Punchinello, Vol. 1, No. 25, September 17, 1870:15629:8
10030:592:0:The Life of Hon. William F. Cody:101460:7
10027:13:0:The Triple Alliance:72437:3
10031:40:0:Edgar Allan Poe's Complete Poetical Works:62021:6
10032:21:0:Punchinello, Vol. 1, No. 24, September 10, 1870:15254:8
10035:42:0:Punchinello, Vol. 2, No. 27, October 1, 1870:15950:8
10034:39:0:Punchinello, Vol. 1, No. 26, September 24, 1870:14900:8
10036:28:0:Punchinello Vol. 2, No. 28, October 8, 1870:15550:8
10037:47:0:A Beautiful Possibility:66967:3
10040:7:1:Alaska Indian Dictionary:1831:3
10038:254:0:The Magnetic North:152857:3
10041:35:0:The Rivet in Grandfather's Neck:73178:5
10043:132:0:Klondyke Nuggets:29282:2
10039:129:0:The Works of Aphra Behn, Vol. III:146705:7
10042:64:0:The Child Under Eight:72321:4
10044:782:1:The Father of British Canada; A Chronicle of Carleton:44981:9
10045:18:0:Dave Darrin's Second Year at Annapolis:37281:6
10046:229:0:Salute to Adventurers:92276:3
10047:13:0:Punchinello, Vol. 2, No. 29, October 15, 1870:16882:8
10048:10:0:Billie Bradley and Her Inheritance:42243:5
10050:0:0:A Little Pilgrim:26765:3
10049:6:0:Old Lady Mary:27349:3
10052:18:0:The Open Door, and the Portrait.:35797:6
10051:0:0:The Little Pilgrim; Further Experiences.:42912:5
10052:18:0:The Open Door, and the Portrait.:35328:6
10057:43:0:The Secret of the Tower:51405:5
10056:111:1:Chinese Literature:87551:2
10059:5:0:Aunt Jane's Nieces on Vacation:48857:5
1005:12:0:Hell:36541:1
10058:115:0:The Divine Office:73430:3
10062:57:0:The Iron Game:142584:3
10060:226:0:Discourses:96054:1
10063:5:0:Happiness and Marriage:21612:3
10064:0:0:Beltane The Smith:176061:3
10065:133:0:The Constitution of the United States:33873:6
10066:8:0:Gunman's Reckoning:80055:2
10068:21:0:The Power and the Glory:92178:5
10069:64:0:Account of the Romansh Language:8210:5
10067:56:0:The Mystery Of The Boule Cabinet:68622:6
10070:317:2:Stories of Great Americans for Little Americans:28648:7
10072:91:0:English Housewifery Exemplified:63997:3
1006:15:0:The Divine Comedy of Dante;  Purgatory:36619:7
10071:56:0:By-Ways of Bombay:30333:3
10074:31:0:The Mirror of Literature, Amusement, and Instruction, Vol. 10,:12803:9
10075:8:0:A Narrative of the Life and Adventures of Venture, a Native of:9981:12
10076:127:0:Lister's Great Adventure:77351:3
10078:368:1:Plain Words From America:10404:4
10073:103:0:The Century Vocabulary Builder:89188:4
10077:250:0:The Atlantic Monthly, Volume 10, Number 60, October 1862:85224:9
1007:17:0:The Divine Comedy of Dante;  Paradise:35410:7
10080:271:0:Mobilizing Woman-Power:38331:2
10079:178:0:The Atlantic Monthly, Volume 2, Number 9, July, 1858:85524:9
10081:723:0:The Boy Allies at Jutland:50945:5
10082:216:0:The Hampstead Mystery:108904:3
10083:1:0:The House of the Whispering Pines:112033:6
10085:134:0:Moorish Literature:91972:2
10084:12:0:Kazan:66268:1
10086:213:0:The Minute Boys of the Mohawk Valley:85639:7
10087:7:0:Old Lady Number 31:32008:4
10089:10:0:Elves and Heroes:15817:3
10091:30:0:Punchinello, Vol. II., Issue 31, October 29, 1870:14811:8
10088:253:0:Thaumaturgia:92318:1
10092:68:0:Punchinello Vol. II., No. 30,  October 22, 1870:15027:9
10090:2395:0:Peaceless Europe:76146:2
10093:8:0:Gutta-Percha Willie:48294:2
10096:8:0:The Trojan women of Euripides:18873:5
10095:69:0:The Twilight of the Gods, and Other Tales:80878:8
10094:322:0:A Soldier of Virginia:81535:4
10097:819:0:The Healing of Nations and the Hidden Sources of Their Strife:47820:11
10099:799:0:Towards The Goal:51072:3
10101:8:0:A Little Boy Lost:39055:4
10098:986:0:How Jerusalem Was Won:87603:4
10102:470:0:The Czar's Spy:91407:3
10100:269:0:Byron:65152:1
10105:26:0:Punchinello, Vol. II., No. 33, November 12, 1870:15125:8
10104:12:0:Punchinello, Vol. 2., No. 32,  November 5, 1870:15984:9
10103:1309:0:The Great Events by Famous Historians, Vol. 8:161163:8
10106:40:0:Punchinello, Vol. II., No. 34, November 19, 1870:15043:8
10108:6:0:A Treatise Of Daunses:6892:4
10109:49:0:The Unspeakable Gentleman:50522:3
